title,date,time,end_time,speaker,session_type,url,abstract
Gradient-Weight Alignment as a Train-Time Proxy for Generalization in Classification Tasks,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117752,
CSPCL: Category Semantic Prior Contrastive Learning for Deformable DETR-Based Prohibited Item Detectors,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117131,
A Generalized Label Shift Perspective for Cross-Domain Gaze Estimation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116912,
Weak-shot Keypoint Estimation via Keyness and Correspondence Transfer,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116310,
An Effective Levelling Paradigm for Unlabeled Scenarios,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116112,
Noise Matters: Optimizing Matching Noise for Diffusion Classifiers,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115516,
Salient Concept-Aware Generative Data Augmentation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115341,
The Fragile Truth of Saliency: Improving LLM Input Attribution via Attention Bias Optimization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119184,
Señorita-2M: A High-Quality Instruction-based Dataset for General Video Editing by Video Specialists,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121657,
Seeing the Wind from a Falling Leaf,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119947,
Dynamic Semantic-Aware Correlation Modeling for UAV Tracking,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119675,
RANK++LETR: Learn to Rank and Optimize Candidates for Line Segment Detection,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119446,
Spatiotemporal Consensus with Scene Prior for Unsupervised Domain Adaptive Person Search,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119230,
PoseCrafter: Extreme Pose Estimation with Hybrid Video Synthesis,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119117,
FastJAM: a Fast Joint Alignment Model for Images,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118662,
Rethinking Nighttime Image Deraining via Learnable Color Space Transformation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118470,
PointTruss: K-Truss for Point Cloud Registration,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118419,
PandaPose: 3D Human Pose Lifting from a Single Image via Propagating 2D Pose Prior to 3D Anchor Space,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117669,
ST2360D: Spatial-to-Temporal Consistency for Training-free 360 Monocular Depth Estimation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117039,
Prompt-Guided Alignment with Information Bottleneck Makes Image Compression Also a Restorer,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116717,
Styl3R: Instant 3D Stylized Reconstruction for Arbitrary Scenes and Styles,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119247,
HoloScene: Simulation‑Ready Interactive 3D Worlds from a Single Video,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119376,
More effort is needed to protect pedestrian privacy in the era of AI,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121923,
A Circular Argument: Does RoPE need to be Equivariant for Vision?,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117614,
Short-length Adversarial Training Helps LLMs Defend Long-length Jailbreak Attacks: Theoretical and Empirical Evidence,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119635,
LILO: Learning to Reason at the Frontier of Learnability,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119638,
Value Gradient Guidance for Flow Matching Alignment,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119793,
Yggdrasil: Bridging Dynamic Speculation and Static Runtime  for Latency-Optimal Tree-Based LLM Decoding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119964,
Improving Progressive Generation with Decomposable Flow Matching,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120013,
Reinforcement Learning with Backtracking Feedback,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120267,
Uncover Governing Law of Pathology Propagation Mechanism Through A Mean-Field Game,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120347,
ClinicalLab: Aligning Agents for Multi-Departmental Clinical Diagnostics in the Real World,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121407,
"OMEGA: Can LLMs Reason Outside the Box in Math? Evaluating Exploratory, Compositional, and Transformative Generalization",FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121521,
Bag of Tricks for Inference-time Computation of LLM Reasoning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121550,
IR3D-Bench: Evaluating Vision-Language Model Scene Understanding as Agentic Inverse Rendering,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121555,
Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121622,
Noise-Robustness Through Noise: A Framework combining Asymmetric LoRA with Poisoning MoE,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117393,
Intermediate Domain Alignment and Morphology Analogy for Patent-Product Image Retrieval,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115431,
Neural B-frame Video Compression with Bi-directional Reference Harmonization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115985,
WaveAR: Wavelet-Aware Continuous Autoregressive Diffusion for Accurate Human Motion Prediction,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116377,
Variational Inference with  Mixtures of Isotropic Gaussians,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119597,
Vector Database Watermarking,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119208,
Deciphering the Extremes: A Novel Approach for Pathological Long-tailed Recognition in Scientific Discovery,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119170,
Adaptive Algorithms with Sharp Convergence Rates for Stochastic Hierarchical Optimization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119024,
Learning When to Think: Shaping Adaptive Reasoning in R1-Style Models via Multi-Stage RL,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118864,
MLLM-For3D: Adapting Multimodal Large Language Model for 3D Reasoning Segmentation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118776,
OmniConsistency: Learning Style-Agnostic Consistency from Paired Stylization Data,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118712,
GuardReasoner-VL: Safeguarding VLMs via Reinforced Reasoning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118597,
"The Good, the Bad and the Ugly: Meta-Analysis of Watermarks, Transferable Attacks and Adversarial Defenses",FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118356,
The Cost of Compression: Tight Quadratic Black-Box Attacks on Sketches forℓ2Norm Estimation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118339,
LeMiCa: Lexicographic Minimax Path Caching for Efficient Diffusion-Based Video Generation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118151,
ItDPDM: Information-Theoretic Discrete Poisson Diffusion Model,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119780,
RoMA: Scaling up Mamba-based Foundation Models for Remote Sensing,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118077,
FPSAttention: Training-Aware FP8 and Sparsity Co-Design for Fast Video Diffusion,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117878,
Design-Based Bandits Under Network Interference: Trade-Off Between Regret and Statistical Inference,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117858,
Neural-Driven Image Editing,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117788,
VQToken: Neural Discrete Token Representation Learning for Extreme Token Reduction in Video Large Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117541,
Explore In-Context Message Passing Operator for Graph Neural Networks in A Mean Field Game,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117507,
Tri-MARF: A Tri-Modal Multi-Agent Responsive Framework for Comprehensive 3D Object Annotation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117433,
Stop DDoS Attacking the Research Community with AI-Generated Survey Papers,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121939,
Sample-Conditional Coverage in Split-Conformal Prediction,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117269,
UGG-ReID: Uncertainty-Guided Graph Model for Multi-Modal Object Re-Identification,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117244,
Trust Region Constrained Measure Transport in Path Space for Stochastic Optimal Control and Inference,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119787,
Direct Fisher Score Estimation for Likelihood Maximization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120118,
Curriculum Design for Trajectory-Constrained Agent: Compressing Chain-of-Thought Tokens in LLMs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115071,
Policy Compatible Skill Incremental Learning via Lazy Learning Interface,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115210,
Learning to Reason under Off-Policy Guidance,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115413,
Faithful Dynamic Imitation Learning from Human Intervention with Dynamic Regret Minimization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115478,
Critical Batch Size Revisited: A Simple Empirical Approach to Large-Batch Language Model Training,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117500,
Behavior Injection: Preparing Language Models for Reinforcement Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116177,
On Evaluating Policies for Robust POMDPs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116319,
Gradient Descent as Loss Landscape Navigation: a Normative Framework for Deriving Learning Rules,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116043,
Activity Pruning for Efficient Spiking Neural Networks,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115023,
Adam Reduces a Unique Form of Sharpness: Theoretical Insights Near the Minimizer Manifold,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116405,
U-REPA: Aligning Diffusion U-Nets to ViTs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116530,
Enigmata:  Scaling Logical Reasoning in Large Language Models with Synthetic Verifiable Puzzles,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116805,
Vision‑Language‑Vision Auto‑Encoder: Scalable Knowledge Distillation from Diffusion Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116899,
An Information-theoretical Framework for Understanding Out-of-distribution Detection with Pretrained Vision-Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116939,
Pause Tokens Strictly Increase the Expressivity of Constant-Depth Transformers,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116941,
Functional Scaling Laws in Kernel Regression: Loss Dynamics and Learning Rate Schedules,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116983,
Optimal Regret Bounds via Low-Rank Structured Variation in Non-Stationary Reinforcement Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117077,
DISC: Dynamic Decomposition Improves LLM Inference Scaling,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116553,
Surface-Aware Feed-Forward Quadratic Gaussian for Frame Interpolation with Large Motion,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117129,
Matchings Under Biased and Correlated Evaluations,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117144,
DISCOVER: Automated Curricula for Sparse-Reward Reinforcement Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116697,
KeeA*: Epistemic Exploratory A* Search via Knowledge Calibration,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117201,
AREAL: A Large-Scale Asynchronous Reinforcement Learning System for Language Reasoning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117538,
Improving planning and MBRL with temporally-extended actions,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118096,
VideoChat-R1.5: Visual Test-Time Scaling to Reinforce Multimodal Reasoning by Iterative Perception,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116032,
MOF-BFN: Metal-Organic Frameworks Structure Prediction via Bayesian Flow Networks,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115964,
Text-Aware Real-World Image Super-Resolution via Diffusion Model with Joint Segmentation Decoders,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115913,
Outcome-Based Online Reinforcement Learning: Algorithms and Fundamental Limits,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115682,
Leveraging semantic similarity for experimentation with AI-generated treatments,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115501,
Proxy Target: Bridging the Gap Between Discrete Spiking Neural Networks and Continuous Control,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118027,
Logic-in-Frames: Dynamic Keyframe Search via Visual Semantic-Logical Verification for Long Video Understanding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115148,
JailBound: Jailbreaking Internal Safety Boundaries of Vision-Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115121,
Multi-Modal Interactive Agent Layer for Few-Shot Universal Cross-Domain Retrieval and Beyond,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115797,
CPPO: Accelerating the Training of Group Relative Policy Optimization-Based Reasoning Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117932,
Auto-Connect: Connectivity-Preserving RigFormer with  Direct Preference Optimization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115497,
ShapeLLM-Omni: A Native Multimodal LLM for 3D Generation and Understanding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116179,
DMWM: Dual-Mind World Model with Long-Term Imagination,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119328,
Multimodal Bandits: Regret Lower Bounds and Optimal Algorithms,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119907,
PiKE: Adaptive Data Mixing for Large-Scale Multi-Task Learning Under Low Gradient Conflicts,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115247,
SCOUT: Teaching Pre-trained Language Models to Enhance Reasoning via Flow Chain-of-Thought,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116907,
Dual Alignment Framework for Few-shot Learning with Inter-Set and Intra-Set Shifts,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115878,
Towards Understanding Safety Alignment: A Mechanistic Perspective from Safety Neurons,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119475,
Tree of Preferences for Diversified Recommendation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118613,
SHAP Meets Tensor Networks: Provably Tractable Explanations with Parallelism,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119025,
Scaling Embedding Layers in Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116760,
Disentangling Superpositions: Interpretable Brain Encoding Model with Sparse Concept Atoms,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120024,
Structured Sparse Transition Matrices to Enable State Tracking in State-Space Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118046,
Low Rank Gradients and Where to Find Them,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116992,
MOSDT: Self-Distillation-Based Decision Transformer for Multi-Agent Offline Safe Reinforcement Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117926,
G2M: A Generalized Gaussian Mirror Method to Boost Feature Selection Power,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117060,
FNOPE: Simulation-based inference on function spaces with Fourier Neural Operators,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115175,
DOTA: Distributional Test-time Adaptation of Vision-Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120145,
Covariate-moderated Empirical Bayes Matrix Factorization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118263,
Uncertainty Quantification with the Empirical Neural Tangent Kernel,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117990,
